ssn,fico_scr,DailyRate,Department,HourlyRate,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,StockOptionLevel,employee_no,depart_dt,Education,EducationField,Gender,first_name,birth_state,birth_dt,hire_dt,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
997843949,675,332,Human Resources,51,7988,No,13,3,0,35927,,3,Other,Male,ABDELLAH,AK,03/14/88,10/08/06,Travel_Rarely,17,2,2,3,1,Single,1,1,10,3,2,9,0,9
127875417,754,1130,Research & Development,66,5433,No,12,3,1,35943,,3,Life Sciences,Female,HILAL,IL,10/30/82,10/30/05,,,,,,,,,,,,,,,
765065484,696,1198,Research & Development,100,2799,Yes,11,3,0,36067,,4,Other,Male,TRAYLON,,,07/13/13,,,,,,,,,,,,,,,
697599740,723,264,Sales,59,19331,Yes,16,3,1,36108,,3,Marketing,Male,BEREND,AK,09/22/66,10/31/15,Travel_Rarely,9,3,3,5,3,Married,4,3,27,2,3,0,0,0
830540833,742,1128,Research & Development,95,5538,No,18,3,2,36343,,3,Medical,Male,BRONNER,AK,01/20/75,02/27/17,Travel_Rarely,13,2,4,2,1,Married,5,3,10,2,2,0,0,0
565543965,725,654,Research & Development,34,7119,No,15,3,1,36462,,3,LS,Male,ASTIN,GA,05/05/84,05/06/14,,,,,,,,,,,,,,,
857495217,751,583,Research & Development,53,2875,Yes,20,4,0,36658,,2,Life Sciences,Male,ASHTAN,LA,01/16/91,01/16/09,,,,,,,,,,,,,,,
109471721,773,1098,Research & Development,85,18711,No,13,3,1,36747,,2,Medical,Male,SRIYANSH,,,08/22/15,,,,,,,,,,,,,,,
754902940,775,647,Sales,45,5155,No,13,3,0,36870,,4,Marketing,Male,ARSHAAN,AK,03/06/75,05/26/11,Travel_Rarely,4,2,3,2,1,Single,7,4,9,3,4,4,1,5
765999887,785,224,Research & Development,100,2362,No,13,3,0,36877,08/09/16,4,Tech,Male,IFEOLUWA,AK,12/20/87,08/09/07,Travel_Rarely,1,1,2,1,1,Single,6,3,11,2,1,7,0,7
861184434,678,391,Research & Development,96,1232,No,14,3,0,36965,,2,LS,Male,DAWSON,KS,04/08/96,04/09/17,,,,,,,,,,,,,,,
531599506,749,1358,Sales,96,5301,No,15,3,2,37093,,1,LS,Male,ERIEL,KS,02/09/87,02/09/15,,,,,,,,,,,,,,,
275700708,742,329,Research & Development,88,2387,No,22,4,1,37365,,4,Life Sciences,Male,JONAHEL,DC,10/06/76,10/06/12,,,,,,,,,,,,,,,
584948886,756,1351,Research & Development,45,5484,No,17,3,1,37590,,4,LS,Male,UKIAH,TX,09/21/82,09/21/14,,,,,,,,,,,,,,,
452493209,727,128,Research & Development,84,2176,No,13,3,0,38015,,1,Technical Degree,Male,ALLISTER,UT,04/20/85,04/20/11,,,,,,,,,,,,,,,
457870540,792,318,Research & Development,77,2119,Yes,11,3,0,38032,09/01/17,4,Other,Male,ANTONINO,AK,10/08/87,09/01/10,Travel_Rarely,8,2,1,1,1,Married,1,4,7,4,2,7,0,7
422252056,760,711,Research & Development,42,8008,No,12,3,2,38090,,4,LS,Female,EMANUELLE,,05/24/81,05/24/14,,,,,,,,,,,,,,,
362708866,676,479,Research & Development,35,2972,No,13,3,0,38120,,4,Medical,Male,ABHIRAJ,MN,07/27/82,07/27/15,,,,,,,,,,,,,,,
816725472,759,542,Sales,71,4559,Yes,11,3,1,38174,12/08/16,3,Life Sciences,N/A,WAVERLY,AK,04/28/86,12/08/14,Travel_Rarely,20,2,1,2,3,,3,3,4,2,3,2,2,2
143418034,748,142,Human Resources,30,17328,Yes,12,3,0,38504,,3,Human Resources,Female,KAILA,VT,07/15/62,07/15/11,,,,,,,,,,,,,,,
517199140,749,531,Sales,56,10231,No,14,3,0,38509,,4,Marketing,Female,JAISLEY,NC,05/26/74,05/25/96,,,,,,,,,,,,,,,
922673115,760,1443,Sales,47,4157,Yes,19,3,1,38550,,3,Marketing,Female,MARTHA,SD,01/29/91,01/29/15,,,,,,,,,,,,,,,
644209415,723,441,Research & Development,39,9715,No,13,3,1,38613,,1,Other,Female,RAFIA,AK,08/26/87,08/26/09,,,,,,,,,,,,,,,
227916503,694,408,Sales,45,7336,No,13,3,1,38745,,1,LS,N/A,ANNISTEN,CA,04/16/88,04/17/06,,,,,,,,,,,,,,,
938014797,729,325,Research & Development,74,9936,No,19,3,0,38748,,3,Medical,Male,YADRIAN,AK,04/01/86,06/19/07,Non-Travel,5,2,3,2,1,Single,0,2,10,2,3,4,1,7
856185684,714,335,Sales,33,5507,No,16,3,2,39047,,2,Marketing,Male,JAHSIYAH,PA,06/25/80,06/25/12,,,,,,,,,,,,,,,
448663001,715,594,Research & Development,75,2468,No,14,3,1,39094,,2,Medical,Female,AZERIAH,AK,11/15/78,01/20/11,Travel_Frequently,2,3,2,1,2,Married,4,2,9,4,2,1,0,5
604642419,711,1171,Research & Development,46,2213,Yes,13,3,1,39151,,4,Life Sciences,Female,LOGHAN,AL,10/03/76,10/03/09,,,,,,,,,,,,,,,
572626252,704,790,Sales,40,4599,Yes,23,4,0,39477,,4,Medical,Female,BRENDALY,,,04/12/02,,,,,,,,,,,,,,,
279378248,755,1322,Research & Development,52,2809,No,14,3,0,39718,,4,Life Sciences,Male,TREZ,OH,05/02/77,05/02/15,,,,,,,,,,,,,,,
456202013,679,1499,Sales,80,10266,No,19,3,0,39812,,3,Mkt,Female,VERENA,,10/08/56,10/08/98,,,,,,,,,,,,,,,
349595208,721,1329,Research & Development,59,5770,No,19,3,2,41096,,2,Other,Female,LUJANE,,03/28/72,04/25/07,Travel_Rarely,2,4,2,2,4,Divorced,1,1,10,3,3,7,3,9
902643028,767,231,Sales,62,7264,No,11,3,1,41214,,2,Other,N/A,SIAOSI,TX,12/20/86,12/20/08,,,,,,,,,,,,,,,
351550317,736,1440,Sales,55,2308,Yes,25,4,1,41606,,2,Technical Degree,Male,MIKIAH,NV,06/03/82,06/03/05,,,,,,,,,,,,,,,
637615531,689,571,Research & Development,78,2647,No,13,3,0,41620,,2,Other,Male,OLLIS,AZ,05/01/94,04/30/12,,,,,,,,,,,,,,,
985960293,769,1214,Research & Development,30,2859,No,18,3,0,41796,,3,Medical,Male,MARQUIS,AK,05/04/82,05/04/11,,,,,,,,,,,,,,,
795346698,759,429,Research & Development,53,5410,Yes,11,3,0,42038,,4,Life Sciences,Female,JANELLIE,AR,10/30/80,10/30/00,,,,,,,,,,,,,,,
407605776,714,618,Research & Development,76,2318,No,19,3,0,43106,,3,Life Sciences,N/A,PASCALE,UT,02/20/90,02/20/16,,,,,,,,,,,,,,,
238363599,731,511,Sales,32,6029,No,12,3,0,43108,,2,Life Sciences,Female,SEVI,,,07/11/14,,,,,,,,,,,,,,,
969711970,728,1236,Research & Development,40,15402,No,11,3,1,43231,,4,Life Sciences,Female,AREYA,IA,07/11/68,07/11/13,,,,,,,,,,,,,,,
181881935,695,206,Human Resources,99,19717,No,14,3,0,43235,,4,Life Sciences,Male,HAI,TN,09/01/60,09/01/09,,,,,,,,,,,,,,,
221593019,714,1470,Research & Development,71,3936,No,11,3,1,43284,,3,Medical,Female,WELLESLEY,MT,05/27/80,05/28/09,,,,,,,,,,,,,,,
827569181,703,1169,Research & Development,34,6132,No,17,3,0,43386,,4,Medical,Male,ARYEH,,04/04/66,06/10/15,Travel_Rarely,7,2,2,2,3,Married,2,3,10,2,3,0,0,0
902001718,765,185,Research & Development,33,2455,No,19,3,0,43698,,4,Life Sciences,Female,JIZELLE,UT,02/10/74,02/10/09,,,,,,,,,,,,,,,
937984932,703,719,Sales,77,6397,Yes,12,3,0,43939,,2,Life Sciences,Female,PAISLYN,VT,10/27/69,10/27/11,,,,,,,,,,,,,,,
633199028,735,655,Research & Development,48,5915,No,22,4,1,44244,,4,Life Sciences,Male,NIKO,DC,11/28/85,11/28/09,,,,,,,,,,,,,,,
852053276,774,688,Sales,44,11557,No,21,4,1,44525,,3,Life Sciences,N/A,ZADRIAN,NY,12/05/85,12/05/11,,,,,,,,,,,,,,,
532437560,753,1253,Research & Development,65,13464,No,21,4,0,44604,,1,Medical,Male,BRAYCE,NH,07/09/77,07/09/12,,,,,,,,,,,,,,,
133362456,709,660,Sales,76,2404,No,13,3,1,44838,,1,Life Sciences,Male,JAXSTYN,,01/21/82,11/15/15,Travel_Rarely,7,4,3,1,3,Married,1,1,1,3,3,0,0,0
749091719,690,793,Sales,67,2791,No,12,3,1,45721,,3,LS,Male,LES,,11/29/85,10/11/14,Travel_Frequently,20,3,4,1,4,Married,0,1,3,4,3,2,2,2
695002631,772,920,Human Resources,69,2148,Yes,11,3,0,45806,,2,Medical,Female,BRYSSA,VT,11/01/90,11/01/11,,,,,,,,,,,,,,,
211985698,684,134,Research & Development,90,2500,No,14,3,0,45854,,3,Life Sciences,Male,JENCARLOS,,10/18/83,04/13/14,Travel_Rarely,2,3,3,1,4,Single,0,1,4,2,4,1,0,2
164214276,688,740,Sales,64,9714,No,11,3,1,46036,,3,Life Sciences,Male,XAIN,AR,11/06/86,11/06/06,,,,,,,,,,,,,,,
106288116,756,570,Sales,30,6118,No,13,3,3,46153,,3,Marketing,Female,MILIANI,MI,04/05/87,04/05/07,,,,,,,,,,,,,,,
218305058,765,470,Research & Development,84,5957,No,13,3,1,46506,,4,Life Sciences,Male,TYSEN,,03/13/83,12/19/05,Travel_Rarely,2,4,2,2,1,Married,6,2,13,3,3,9,5,9
246141547,769,1434,Sales,76,7587,No,15,3,0,47090,,4,Life Sciences,Male,GATLYN,NJ,05/20/81,05/20/07,,,,,,,,,,,,,,,
354806276,734,703,Sales,90,2785,No,14,3,0,47595,,3,LS,Female,BREN,MO,07/22/85,07/22/15,,,,,,,,,,,,,,,
384928400,759,1366,Research & Development,72,8722,No,12,3,0,48515,,2,Technical Degree,Male,MAYCEN,MN,01/10/89,01/10/07,,,,,,,,,,,,,,,
683181484,723,1309,Sales,99,2976,No,19,3,0,48543,,1,Medical,Male,ELDER,CT,06/28/69,06/28/16,,,,,,,,,,,,,,,
462949671,721,1449,Research & Development,45,2373,Yes,13,3,1,49194,02/05/15,4,Medical,N/A,DUTCH,,05/09/91,02/05/12,Travel_Rarely,16,1,3,1,2,,2,4,5,2,3,2,0,2
411659684,678,362,Research & Development,43,2619,No,17,3,0,49222,,1,Life Sciences,Female,AMARISSA,KY,09/15/78,09/15/16,,,,,,,,,,,,,,,
182463630,718,885,Research & Development,43,2743,No,16,3,0,49312,04/24/16,4,Life Sciences,Female,MILY,,04/09/81,04/24/99,Travel_Rarely,16,3,4,1,1,Single,1,3,18,1,3,13,15,14
201555872,747,,Sales,32,,No,21,4,0,49320,,3,Marketing,Male,HARAN,,01/07/83,04/04/03,Travel_Rarely,1,1,3,3,4,Single,1,1,14,3,2,8,2,1
643403983,741,1469,Research & Development,81,12490,No,16,3,2,49466,,4,Life Sciences,Male,BRENNON,ME,06/11/65,06/11/06,,,,,,,,,,,,,,,
308647272,687,1137,Research & Development,51,4014,Yes,25,4,1,49779,,1,Life Sciences,Female,AERIANNA,,01/21/82,06/23/06,Travel_Rarely,21,4,3,2,4,Married,1,4,10,2,1,6,0,7
589696086,682,1360,Research & Development,49,19545,No,12,3,0,50065,,3,Technical Degree,Female,LANEY,DC,08/05/75,08/05/94,,,,,,,,,,,,,,,
725738031,675,1062,Research & Development,75,2370,No,13,3,1,50322,,3,Medical,Female,ADALIN,MD,08/23/84,08/23/08,,,,,,,,,,,,,,,
525671996,688,889,Research & Development,53,2326,Yes,12,3,3,50407,,3,Medical,Male,DEEN,NE,08/29/79,08/29/12,,,,,,,,,,,,,,,
664548210,691,786,Research & Development,76,2570,No,20,4,0,50832,,3,Medical,Male,GAMALIER,,,09/14/09,,,,,,,,,,,,,,,
506012386,703,408,Research & Development,73,3022,No,21,4,0,51286,,2,LS,Male,TAYLOR,UT,01/27/80,01/27/16,,,,,,,,,,,,,,,
760709051,706,124,Research & Development,35,4107,No,15,3,0,51342,,3,Other,Female,ASIANA,,11/27/79,03/13/13,Travel_Rarely,3,4,3,2,2,Single,3,1,8,3,2,3,0,1
613244687,740,682,Sales,37,13872,No,13,3,0,51481,,4,Medical,Male,GERMAN,NE,02/10/59,02/10/80,,,,,,,,,,,,,,,
347844230,715,1370,Research & Development,87,4723,Yes,18,3,0,51559,,1,Medical,Male,ARAZ,ID,06/01/87,06/01/06,,,,,,,,,,,,,,,
846997003,709,492,Research & Development,66,5295,No,21,4,0,51561,,3,Medical,Male,JASH,ID,03/12/78,03/11/12,,,,,,,,,,,,,,,
582198531,684,1339,Research & Development,59,9724,No,17,3,1,51642,,3,Life Sciences,Male,BRECKEN,,11/06/71,08/19/15,Travel_Rarely,7,2,3,3,1,Divorced,2,3,25,2,3,0,0,0
861383986,686,1003,Research & Development,74,4615,Yes,23,4,3,51803,,4,Life Sciences,Female,JANAH,,03/30/71,03/30/01,,,,,,,,,,,,,,,
299991896,735,770,Sales,73,8740,Yes,14,3,2,51847,,4,Mkt,Male,JVEON,VT,11/12/78,11/12/08,,,,,,,,,,,,,,,
970382414,698,906,Research & Development,92,2404,Yes,20,4,0,52229,,3,Life Sciences,Female,JAMEE,,04/05/88,04/06/17,,,,,,,,,,,,,,,
534117009,729,202,Research & Development,33,16752,Yes,11,3,1,52257,,2,Other,Female,KENSLY,,02/09/70,01/05/91,Travel_Rarely,2,3,3,4,4,Married,1,3,26,3,2,14,3,0
817530849,745,142,Research & Development,70,2177,No,17,3,1,52641,,3,Life Sciences,Male,JAMEER,,01/05/58,11/25/15,Travel_Rarely,3,3,2,1,4,Married,3,1,7,6,3,0,0,0
589133970,722,1065,Sales,72,4568,No,20,4,0,52790,,4,Marketing,Male,MAXIMILIAN,,11/23/82,03/31/08,Non-Travel,23,2,3,2,3,Single,0,3,10,2,3,5,8,7
818978431,738,1064,Research & Development,42,19161,No,15,3,0,52876,,1,Life Sciences,Male,KATRIEL,MT,06/03/67,06/03/11,,,,,,,,,,,,,,,
353993205,720,231,Sales,62,7264,No,11,3,1,53339,,2,Other,N/A,SIAOSI,TX,02/02/87,02/02/09,,,,,,,,,,,,,,,
350641349,749,685,Sales,60,19586,No,21,4,1,53364,,5,Marketing,Male,AESOP,MD,07/04/61,07/04/80,,,,,,,,,,,,,,,
481624462,747,896,Research & Development,86,2389,Yes,13,3,0,53897,07/11/17,1,Medical,Male,MARCELL,,06/23/87,07/11/13,Travel_Rarely,18,3,2,1,4,Single,1,3,4,3,2,3,0,1
481624462,747,896,Research & Development,86,2389,Yes,13,3,0,53897,07/11/17,1,Medical,Male,MARCELL,,06/23/87,07/11/13,Travel_Rarely,18,3,2,1,4,Single,1,3,4,3,2,3,0,1
154479512,732,602,Human Resources,37,5743,Yes,11,3,0,54163,,5,Human Resources,Male,HARSHAL,MD,11/14/72,11/14/06,,,,,,,,,,,,,,,
668929111,702,990,Research & Development,87,4876,No,12,3,1,54325,,3,Technical Degree,Male,CAMRYNN,IA,12/12/73,12/12/10,,,,,,,,,,,,,,,
126643656,758,775,Research & Development,90,3055,No,15,3,2,54342,,3,Technical Degree,Male,ALEPH,,,11/19/07,,,,,,,,,,,,,,,
990863083,729,1333,Sales,87,2220,Yes,19,3,1,54348,,4,Life Sciences,Female,AHMIRA,MO,12/17/82,12/17/15,,,,,,,,,,,,,,,
820165946,760,1422,Sales,92,5675,No,20,4,1,54653,,4,Life Sciences,Male,RAAHI,AL,08/08/73,08/08/09,,,,,,,,,,,,,,,
813683850,697,683,Research & Development,36,3904,No,12,3,0,54727,,1,Medical,Male,VADHIR,NH,11/24/90,11/24/12,,,,,,,,,,,,,,,
996615607,772,933,Research & Development,98,4434,No,13,3,1,54786,,3,LS,Male,WESAM,,04/25/75,11/24/07,Travel_Rarely,29,2,3,2,2,Married,1,4,10,3,2,8,7,8
452319476,723,1387,Research & Development,76,5377,No,13,3,3,54809,,5,Medical,Male,DONTARIUS,,10/25/77,11/23/09,Travel_Rarely,10,2,3,2,1,Married,2,4,10,3,3,7,7,7
846079589,755,428,Sales,52,2760,No,13,3,0,54840,,3,Marketing,Female,ATIKA,NC,08/13/87,08/13/14,,,,,,,,,,,,,,,
830604801,729,641,Sales,85,4736,Yes,12,3,1,55166,,2,Technical Degree,Female,MARCY,,,04/15/15,,,,,,,,,,,,,,,
751805340,755,103,Research & Development,50,2028,Yes,14,3,0,55204,,3,Life Sciences,Male,RICHARD,DE,06/29/88,06/29/12,,,,,,,,,,,,,,,
480257752,703,959,Sales,41,8639,No,18,3,0,55692,,3,Life Sciences,Male,ABDIRAHMAN,,03/21/92,04/28/15,Travel_Rarely,28,1,2,2,3,Married,2,4,6,3,3,2,2,2
994610048,703,1124,Research & Development,97,1611,No,15,3,0,56462,,3,Life Sciences,Female,TILIA,,12/02/98,02/23/17,Non-Travel,1,4,3,1,4,Single,1,3,0,5,4,0,0,0
335539936,717,1216,Sales,39,7104,No,12,3,0,56555,,4,Marketing,Male,KUTTER,IA,01/11/84,01/11/12,,,,,,,,,,,,,,,
806198228,681,172,Research & Development,37,5810,No,16,3,0,56662,,4,Life Sciences,Male,ARYE,PA,01/15/81,01/15/07,,,,,,,,,,,,,,,
627587052,738,147,Human Resources,99,3600,No,13,3,1,56883,,3,Human Resources,Male,JAMAINE,KS,10/12/83,10/12/11,,,,,,,,,,,,,,,
529040037,677,397,Human Resources,88,10725,No,15,3,1,57486,,4,Medical,Male,DREYSON,,02/23/63,09/16/07,Travel_Rarely,19,3,3,3,2,Married,2,3,16,1,4,7,7,1
429634347,774,469,Research & Development,35,17665,No,17,3,1,57636,,2,Medical,Male,DEANDRAE,PA,07/21/74,07/21/94,,,,,,,,,,,,,,,
730576249,755,1229,Research & Development,36,2269,No,19,3,0,57932,,1,Life Sciences,Male,MATTHIAS,NV,07/27/81,07/27/15,,,,,,,,,,,,,,,
619806755,755,352,Human Resources,87,2804,No,11,3,0,57957,,1,Medical,Male,EMYR,NM,09/05/87,09/05/15,,,,,,,,,,,,,,,
666728576,775,634,Research & Development,95,11916,Yes,23,4,2,58467,,4,Medical,Female,MERY,,12/30/86,05/08/08,Travel_Rarely,17,2,3,3,1,Married,1,4,9,2,3,1,0,8
787141625,714,1499,Sales,80,10266,No,19,3,0,58535,,3,Mkt,Female,VERENA,,04/28/57,04/28/99,,,,,,,,,,,,,,,
615117592,758,1499,Sales,80,10266,No,19,3,0,58674,,3,Mkt,Female,VERENA,,01/28/57,10/18/98,Travel_Frequently,28,3,2,3,1,Married,4,4,22,5,4,13,13,11
381418444,756,957,Research & Development,72,4739,No,12,3,0,58903,,3,Medical,Female,NELLY,PA,03/15/74,03/15/14,,,,,,,,,,,,,,,
562308886,748,343,Research & Development,52,2438,No,13,3,0,58967,,3,LS,Male,CATHAL,,01/03/74,03/22/14,Non-Travel,9,1,3,1,3,Single,4,3,7,2,2,2,1,2
795421717,717,1211,Sales,98,5772,Yes,21,4,0,59003,,4,Marketing,Male,RAIDEN,FL,09/18/70,09/18/07,,,,,,,,,,,,,,,
277003051,775,581,Research & Development,62,4401,No,16,3,1,59105,,3,Medical,Male,LOYD,,01/18/93,11/06/11,Travel_Rarely,9,3,4,1,3,Married,1,4,5,1,3,3,0,4
949694526,701,1398,Sales,79,18041,No,14,3,0,59508,,4,Life Sciences,Female,ADYA,AK,09/14/76,09/14/96,,,,,,,,,,,,,,,
744948590,754,1391,Research & Development,66,2684,No,17,3,1,59648,,1,Medical,Male,AYDDEN,SC,10/12/78,10/12/14,,,,,,,,,,,,,,,
304028433,734,342,Sales,66,6334,No,19,3,2,59868,,4,Marketing,Male,BARAKA,NY,12/16/79,12/16/15,,,,,,,,,,,,,,,
785214171,723,254,Research & Development,83,3622,Yes,13,3,1,59918,,2,Life Sciences,Male,OLAMIDE,OR,07/07/82,07/07/10,,,,,,,,,,,,,,,
425663079,711,189,Human Resources,71,19636,Yes,18,3,1,60499,,4,Human Resources,Male,MOZIAH,KY,05/22/62,05/22/07,,,,,,,,,,,,,,,
812839860,745,1001,Research & Development,92,10333,Yes,12,3,1,60655,,3,LS,Female,ROSALYNE,IA,02/12/70,02/12/95,,,,,,,,,,,,,,,
410098795,733,715,Research & Development,69,13726,Yes,13,3,0,61083,,3,Life Sciences,Female,KALIEE,MS,11/01/57,11/01/11,,,,,,,,,,,,,,,
885265009,755,1330,Research & Development,37,2377,No,20,4,1,61153,12/03/17,3,Medical,N/A,DEADRIAN,AZ,03/06/91,12/02/16,Travel_Rarely,21,1,3,1,3,,1,3,1,0,2,1,0,0
503245862,738,855,Sales,73,4779,No,14,3,2,61182,,4,Marketing,Female,JOSEE,ME,03/20/87,03/20/14,,,,,,,,,,,,,,,
966317841,752,1300,Research & Development,79,4558,No,12,3,1,61472,,2,Medical,Male,QUAID,AZ,09/06/88,01/18/07,Travel_Rarely,17,3,3,2,1,Divorced,1,4,10,2,3,0,1,8
488821516,732,1115,Research & Development,73,18172,Yes,19,3,0,61719,,3,LS,Female,ARLENE,AZ,04/25/67,12/30/08,Travel_Frequently,1,1,3,5,2,Married,3,1,28,1,2,3,0,7
876734802,706,,Research & Development,72,,No,12,3,1,61841,,3,Medical,Male,AASHRAY,TN,12/25/85,12/25/14,,,,,,,,,,,,,,,
911722822,726,428,Sales,52,2760,No,13,3,0,61976,,3,Marketing,Female,ATIKA,NC,08/07/87,08/07/14,,,,,,,,,,,,,,,
339410610,753,395,Sales,98,2899,No,19,3,1,62066,,3,Marketing,Male,MAVEN,CO,02/19/79,02/19/15,,,,,,,,,,,,,,,
714262602,694,933,Sales,57,5296,No,17,3,1,62201,,3,LS,Male,CAMEREN,KY,03/21/91,03/21/09,,,,,,,,,,,,,,,
401558581,770,1467,Sales,92,9738,No,14,3,1,62475,,2,Technical Degree,Female,MALIYA,MN,06/19/80,06/19/07,,,,,,,,,,,,,,,
644657666,747,499,Sales,36,4078,Yes,13,3,3,62493,,1,Mkt,Male,CABOT,MD,08/23/84,08/23/13,,,,,,,,,,,,,,,
102741701,697,1323,Research & Development,34,2461,Yes,12,3,3,62642,,4,Life Sciences,Male,KLARK,,,11/14/06,,,,,,,,,,,,,,,
827614330,751,664,Research & Development,79,2194,No,13,3,1,62657,,3,Medical,Male,NICKOLAS,OH,09/30/81,09/30/13,,,,,,,,,,,,,,,
751417644,711,495,Research & Development,37,17861,Yes,13,3,0,62701,,1,LS,Male,GARRON,ME,07/31/74,07/31/96,,,,,,,,,,,,,,,
656508473,754,930,Sales,74,10761,Yes,12,3,1,62867,,3,Marketing,Male,BASTION,KY,05/04/72,05/04/12,,,,,,,,,,,,,,,
338602657,709,1229,Research & Development,30,4035,Yes,16,3,0,62878,,4,Life Sciences,Male,KANALOA,PA,01/18/62,01/18/14,,,,,,,,,,,,,,,
633054265,763,1176,Human Resources,98,19658,No,11,3,1,63421,,4,Life Sciences,Female,CYMONE,IA,09/24/69,09/24/11,,,,,,,,,,,,,,,
824137381,720,489,Research & Development,67,2042,No,12,3,1,63455,,3,Medical,Male,STONE,AZ,02/24/73,01/21/14,Non-Travel,23,2,3,2,2,Married,4,3,17,3,4,2,1,2
385012749,772,823,Research & D,81,19392,No,13,3,0,64540,,3,Medical,Female,DISA,MO,09/20/73,09/20/00,,,,,,,,,,,,,,,
392101513,718,,Human Resources,77,,No,21,4,0,65053,,3,Life Sciences,Male,DAELEN,MN,10/17/80,10/17/11,,,,,,,,,,,,,,,
350849484,762,365,Research & Development,89,15202,No,25,4,1,65100,,5,Medical,Male,HEZEKYAH,AZ,02/09/69,01/21/15,Travel_Frequently,4,3,2,4,4,Married,2,2,23,3,3,2,2,2
446570125,766,548,Research & Development,94,2289,No,20,4,2,65266,,4,Life Sciences,Male,AMOL,MN,12/19/75,12/19/11,,,,,,,,,,,,,,,
297447943,701,580,Sales,48,10475,Yes,21,4,1,65699,,4,Life Sciences,Male,WIL,MA,08/03/76,08/03/98,,,,,,,,,,,,,,,
439548949,743,511,Sales,32,6029,No,12,3,0,65742,,2,Life Sciences,Female,SEVI,,,02/12/15,,,,,,,,,,,,,,,
260971657,708,1266,Sales,63,5673,Yes,13,3,1,65772,,4,Technical Degree,Female,FAERYN,MS,10/22/80,10/22/06,,,,,,,,,,,,,,,
530284058,736,469,Sales,42,5869,No,11,3,0,65781,,3,Medical,N/A,JAMESPATRICK,AZ,09/25/87,04/08/12,Travel_Rarely,10,3,2,2,3,,9,3,8,2,3,2,1,4
109352565,675,148,Research & Development,42,2440,No,22,4,0,66283,,3,Medical,Female,LYRICS,,,03/18/13,,,,,,,,,,,,,,,
585768935,756,311,Research & Development,89,4197,No,11,3,1,66798,,3,Life Sciences,Male,GRAYLAN,ND,01/16/86,01/16/07,,,,,,,,,,,,,,,
150889043,748,559,Research & Development,76,4663,Yes,12,3,2,67134,,4,LS,Female,PENELLOPE,DC,03/21/81,03/21/14,,,,,,,,,,,,,,,
638831594,737,571,Research & Development,78,2647,No,13,3,0,67364,,2,Other,Male,OLLIS,AZ,06/16/93,11/27/11,Travel_Rarely,12,4,3,1,4,Single,1,3,5,6,4,2,1,4
797948964,803,1475,Sales,84,9854,Yes,11,3,0,67477,01/31/15,2,Marketing,Female,JOYAH,AZ,11/13/88,01/30/13,Travel_Rarely,13,4,3,2,3,Single,3,4,6,0,3,0,2,2
994140406,701,305,Research & Development,58,5294,No,16,3,1,67518,,3,LS,Male,VEDAT,MI,12/11/86,12/11/09,,,,,,,,,,,,,,,
587174766,734,989,Research & Development,46,19033,No,14,3,1,67736,,1,Medical,Female,LAYAH,DE,04/06/77,04/06/97,,,,,,,,,,,,,,,
675196857,756,793,Research & Development,33,2862,No,12,3,1,67750,,1,LS,Male,CHIMAOBI,SC,05/26/87,05/26/07,,,,,,,,,,,,,,,
883346820,706,1462,Research & Development,94,3629,No,18,3,0,68144,,3,Medical,Female,KYLII,IN,07/17/79,07/17/13,,,,,,,,,,,,,,,
118102987,707,672,Research & Development,78,10903,No,16,3,0,68308,,3,Technical Degree,Male,NEKODA,AZ,05/25/82,01/03/04,Travel_Rarely,25,4,2,3,2,Married,3,1,16,2,3,10,4,8
300772621,703,748,Research & Development,74,3673,No,13,3,0,69388,,2,Medical,Female,PRARTHANA,AZ,08/02/74,02/24/05,Travel_Frequently,9,1,3,1,4,Single,1,3,12,3,3,9,5,8
801110796,713,438,Research & Development,75,2632,No,14,3,0,69485,,3,Life Sciences,Female,MAYLIN,OH,10/14/86,10/14/11,,,,,,,,,,,,,,,
306387318,697,377,Sales,52,10096,No,11,3,1,69576,,3,Marketing,Male,BREKYN,RI,02/24/71,02/24/10,,,,,,,,,,,,,,,
189893305,713,1082,Sales,83,6577,No,11,3,0,69733,,3,Technical Degree,Female,GERTRUDE,OH,11/29/86,11/29/11,,,,,,,,,,,,,,,
216618182,693,891,Sales,99,4487,Yes,11,3,0,69804,,2,LS,Female,CRUZ,,,12/02/11,Travel_Rarely,4,2,2,2,4,Single,1,2,5,3,3,4,1,3
545977006,723,501,Sales,99,5304,No,23,4,1,69938,,5,Marketing,Male,KENNAN,LA,11/01/86,11/01/08,,,,,,,,,,,,,,,
593767132,676,249,Sales,35,4537,Yes,22,4,1,70007,,2,Marketing,Female,ARYAHI,LA,05/15/70,05/15/10,,,,,,,,,,,,,,,
543235335,729,930,Sales,57,8938,No,11,3,1,70703,,3,LS,Male,TONIO,KS,04/10/76,04/10/12,,,,,,,,,,,,,,,
484659951,680,1277,Sales,74,10368,Yes,12,3,1,71067,,3,Life Sciences,Male,RAMEEK,,03/04/71,03/04/07,,,,,,,,,,,,,,,
